version,file,source_file,output_file,file_size_kb,status,error,copied_at
v010,202541_CSCE_111_507_46760_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_111_507_46760.pdf"", ""202541_CSCE_111_507_46760.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_111_507_46760_v010.pdf"", ""202541_CSCE_111_507_46760_v010.pdf"")",305.4,ok,,2026-03-11T01:23:52.742586
v010,202541_ISEN_441_501_59132_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_ISEN_441_501_59132.pdf"", ""202541_ISEN_441_501_59132.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_ISEN_441_501_59132_v010.pdf"", ""202541_ISEN_441_501_59132_v010.pdf"")",261.1,ok,,2026-03-11T01:23:54.177347
v010,202541_ISEN_460_901_29592_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_ISEN_460_901_29592.pdf"", ""202541_ISEN_460_901_29592.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_ISEN_460_901_29592_v010.pdf"", ""202541_ISEN_460_901_29592_v010.pdf"")",312.5,ok,,2026-03-11T01:24:00.107751
v010,202541_CSCE_221_550_53957_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_221_550_53957.pdf"", ""202541_CSCE_221_550_53957.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_221_550_53957_v010.pdf"", ""202541_CSCE_221_550_53957_v010.pdf"")",258.5,ok,,2026-03-11T01:24:02.138952
v010,202541_ISEN_460_902_54116_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_ISEN_460_902_54116.pdf"", ""202541_ISEN_460_902_54116.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_ISEN_460_902_54116_v010.pdf"", ""202541_ISEN_460_902_54116_v010.pdf"")",311.3,ok,,2026-03-11T01:24:10.799459
v010,202541_CSCE_222_501_21939_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_222_501_21939.pdf"", ""202541_CSCE_222_501_21939.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_222_501_21939_v010.pdf"", ""202541_CSCE_222_501_21939_v010.pdf"")",467.3,ok,,2026-03-11T01:24:10.956971
v010,202541_ISEN_620_700_14035_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_ISEN_620_700_14035.pdf"", ""202541_ISEN_620_700_14035.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_ISEN_620_700_14035_v010.pdf"", ""202541_ISEN_620_700_14035_v010.pdf"")",291.6,ok,,2026-03-11T01:24:23.781767
v010,202541_CSCE_222_503_61758_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_222_503_61758.pdf"", ""202541_CSCE_222_503_61758.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_222_503_61758_v010.pdf"", ""202541_CSCE_222_503_61758_v010.pdf"")",250.6,ok,,2026-03-11T01:24:25.515530
v010,202541_ISEN_660_600_63233_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202541_ISEN_660_600_63233.pdf"", ""202541_ISEN_660_600_63233.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_ISEN_660_600_63233_v010.pdf"", ""202541_ISEN_660_600_63233_v010.pdf"")",213.2,ok,,2026-03-11T01:24:29.080362
v010,202541_CSCE_222_504_61763_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_222_504_61763.pdf"", ""202541_CSCE_222_504_61763.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_222_504_61763_v010.pdf"", ""202541_CSCE_222_504_61763_v010.pdf"")",197.9,ok,,2026-03-11T01:24:29.657899
v010,202541_ISEN_660_700_63232_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_ISEN_660_700_63232.pdf"", ""202541_ISEN_660_700_63232.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_ISEN_660_700_63232_v010.pdf"", ""202541_ISEN_660_700_63232_v010.pdf"")",247.5,ok,,2026-03-11T01:24:36.079592
v010,202541_CSCE_313_550_53960_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_550_53960.pdf"", ""202541_CSCE_313_550_53960.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_313_550_53960_v010.pdf"", ""202541_CSCE_313_550_53960_v010.pdf"")",377.8,ok,,2026-03-11T01:24:38.969485
v010,202541_CSCE_313_592_63929_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_592_63929.pdf"", ""202541_CSCE_313_592_63929.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_313_592_63929_v010.pdf"", ""202541_CSCE_313_592_63929_v010.pdf"")",370.5,ok,,2026-03-11T01:24:46.399863
v010,202611_ISEN_302_500_53801_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_302_500_53801.pdf"", ""202611_ISEN_302_500_53801.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_302_500_53801_v010.pdf"", ""202611_ISEN_302_500_53801_v010.pdf"")",349.8,ok,,2026-03-11T01:24:46.638241
v010,202611_ISEN_302_501_50294_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_302_501_50294.pdf"", ""202611_ISEN_302_501_50294.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_302_501_50294_v010.pdf"", ""202611_ISEN_302_501_50294_v010.pdf"")",290.4,ok,,2026-03-11T01:24:50.282764
v010,202611_ISEN_302_502_11194_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_302_502_11194.pdf"", ""202611_ISEN_302_502_11194.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_302_502_11194_v010.pdf"", ""202611_ISEN_302_502_11194_v010.pdf"")",290.5,ok,,2026-03-11T01:24:54.271386
v010,202541_CSCE_313_593_63928_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_593_63928.pdf"", ""202541_CSCE_313_593_63928.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_313_593_63928_v010.pdf"", ""202541_CSCE_313_593_63928_v010.pdf"")",370.6,ok,,2026-03-11T01:24:54.853429
v010,202611_ISEN_302_700_48287_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_302_700_48287.pdf"", ""202611_ISEN_302_700_48287.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_302_700_48287_v010.pdf"", ""202611_ISEN_302_700_48287_v010.pdf"")",290.3,ok,,2026-03-11T01:25:05.453901
v010,202541_CSCE_313_594_63927_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_594_63927.pdf"", ""202541_CSCE_313_594_63927.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_313_594_63927_v010.pdf"", ""202541_CSCE_313_594_63927_v010.pdf"")",370.6,ok,,2026-03-11T01:25:10.695252
v010,202611_ISEN_310_500_45877_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_310_500_45877.pdf"", ""202611_ISEN_310_500_45877.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_310_500_45877_v010.pdf"", ""202611_ISEN_310_500_45877_v010.pdf"")",243.8,ok,,2026-03-11T01:25:15.854507
v010,202611_ISEN_310_501_57444_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_310_501_57444.pdf"", ""202611_ISEN_310_501_57444.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_310_501_57444_v010.pdf"", ""202611_ISEN_310_501_57444_v010.pdf"")",285.0,ok,,2026-03-11T01:25:20.837514
v010,202541_CSCE_313_595_63925_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_595_63925.pdf"", ""202541_CSCE_313_595_63925.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_313_595_63925_v010.pdf"", ""202541_CSCE_313_595_63925_v010.pdf"")",370.6,ok,,2026-03-11T01:25:21.271384
v010,202611_ISEN_320_503_47028_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_320_503_47028.pdf"", ""202611_ISEN_320_503_47028.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_320_503_47028_v010.pdf"", ""202611_ISEN_320_503_47028_v010.pdf"")",217.2,ok,,2026-03-11T01:25:27.889944
v010,202541_CSCE_313_596_63141_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_596_63141.pdf"", ""202541_CSCE_313_596_63141.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_313_596_63141_v010.pdf"", ""202541_CSCE_313_596_63141_v010.pdf"")",370.9,ok,,2026-03-11T01:25:33.767577
v010,202611_ISEN_340_501_26576_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_340_501_26576.pdf"", ""202611_ISEN_340_501_26576.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_340_501_26576_v010.pdf"", ""202611_ISEN_340_501_26576_v010.pdf"")",281.3,ok,,2026-03-11T01:25:38.501129
v010,202541_CSCE_313_598_63139_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_598_63139.pdf"", ""202541_CSCE_313_598_63139.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_313_598_63139_v010.pdf"", ""202541_CSCE_313_598_63139_v010.pdf"")",370.6,ok,,2026-03-11T01:25:39.802785
v010,202611_ISEN_350_901_26578_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_350_901_26578.pdf"", ""202611_ISEN_350_901_26578.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_350_901_26578_v010.pdf"", ""202611_ISEN_350_901_26578_v010.pdf"")",305.0,ok,,2026-03-11T01:25:45.005801
v010,202541_CSCE_313_599_63138_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_599_63138.pdf"", ""202541_CSCE_313_599_63138.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_313_599_63138_v010.pdf"", ""202541_CSCE_313_599_63138_v010.pdf"")",370.6,ok,,2026-03-11T01:25:45.536911
v010,202611_ISEN_350_902_26579_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_350_902_26579.pdf"", ""202611_ISEN_350_902_26579.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_350_902_26579_v010.pdf"", ""202611_ISEN_350_902_26579_v010.pdf"")",290.8,ok,,2026-03-11T01:25:50.271383
v010,202611_ISEN_370_500_42974_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_370_500_42974.pdf"", ""202611_ISEN_370_500_42974.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_370_500_42974_v010.pdf"", ""202611_ISEN_370_500_42974_v010.pdf"")",278.0,ok,,2026-03-11T01:25:55.393407
v010,202541_CSCE_314_200_58466_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_314_200_58466.pdf"", ""202541_CSCE_314_200_58466.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_314_200_58466_v010.pdf"", ""202541_CSCE_314_200_58466_v010.pdf"")",261.8,ok,,2026-03-11T01:25:56.106352
v010,202541_CSCE_314_500_58233_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_314_500_58233.pdf"", ""202541_CSCE_314_500_58233.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_314_500_58233_v010.pdf"", ""202541_CSCE_314_500_58233_v010.pdf"")",314.5,ok,,2026-03-11T01:26:01.138340
v010,202611_ISEN_370_502_45909_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_370_502_45909.pdf"", ""202611_ISEN_370_502_45909.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_370_502_45909_v010.pdf"", ""202611_ISEN_370_502_45909_v010.pdf"")",278.0,ok,,2026-03-11T01:26:02.481894
v010,202611_ISEN_399_500_39434_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_399_500_39434.pdf"", ""202611_ISEN_399_500_39434.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_399_500_39434_v010.pdf"", ""202611_ISEN_399_500_39434_v010.pdf"")",346.2,ok,,2026-03-11T01:26:07.418519
v010,202541_CSCE_314_501_61772_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_314_501_61772.pdf"", ""202541_CSCE_314_501_61772.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_314_501_61772_v010.pdf"", ""202541_CSCE_314_501_61772_v010.pdf"")",314.5,ok,,2026-03-11T01:26:07.881040
v010,202611_ISEN_425_500_53795_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_425_500_53795.pdf"", ""202611_ISEN_425_500_53795.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_425_500_53795_v010.pdf"", ""202611_ISEN_425_500_53795_v010.pdf"")",316.7,ok,,2026-03-11T01:26:14.130995
v010,202541_CSCE_314_502_61775_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_314_502_61775.pdf"", ""202541_CSCE_314_502_61775.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_314_502_61775_v010.pdf"", ""202541_CSCE_314_502_61775_v010.pdf"")",260.7,ok,,2026-03-11T01:26:17.698803
v010,202611_ISEN_432_500_55707_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_432_500_55707.pdf"", ""202611_ISEN_432_500_55707.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_432_500_55707_v010.pdf"", ""202611_ISEN_432_500_55707_v010.pdf"")",284.1,ok,,2026-03-11T01:26:21.337820
v010,202541_CSCE_331_912_57936_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_331_912_57936.pdf"", ""202541_CSCE_331_912_57936.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_331_912_57936_v010.pdf"", ""202541_CSCE_331_912_57936_v010.pdf"")",2571.8,ok,,2026-03-11T01:26:23.209687
v010,202611_ISEN_432_501_60006_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_432_501_60006.pdf"", ""202611_ISEN_432_501_60006.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_432_501_60006_v010.pdf"", ""202611_ISEN_432_501_60006_v010.pdf"")",284.1,ok,,2026-03-11T01:26:27.694618
v010,202541_CSCE_331_913_57937_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_331_913_57937.pdf"", ""202541_CSCE_331_913_57937.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_331_913_57937_v010.pdf"", ""202541_CSCE_331_913_57937_v010.pdf"")",2571.9,ok,,2026-03-11T01:26:30.784726
v010,202611_ISEN_453_501_45910_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_453_501_45910.pdf"", ""202611_ISEN_453_501_45910.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_453_501_45910_v010.pdf"", ""202611_ISEN_453_501_45910_v010.pdf"")",225.3,ok,,2026-03-11T01:26:33.604219
v010,202541_CSCE_331_914_57938_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_331_914_57938.pdf"", ""202541_CSCE_331_914_57938.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_331_914_57938_v010.pdf"", ""202541_CSCE_331_914_57938_v010.pdf"")",2571.9,ok,,2026-03-11T01:26:39.546789
v010,202611_ISEN_460_900_26589_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_460_900_26589.pdf"", ""202611_ISEN_460_900_26589.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_460_900_26589_v010.pdf"", ""202611_ISEN_460_900_26589_v010.pdf"")",314.7,ok,,2026-03-11T01:26:39.796680
v010,202541_CSCE_331_915_57939_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_331_915_57939.pdf"", ""202541_CSCE_331_915_57939.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_331_915_57939_v010.pdf"", ""202541_CSCE_331_915_57939_v010.pdf"")",2571.8,ok,,2026-03-11T01:26:45.241998
v010,202611_ISEN_460_901_26588_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_460_901_26588.pdf"", ""202611_ISEN_460_901_26588.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_460_901_26588_v010.pdf"", ""202611_ISEN_460_901_26588_v010.pdf"")",324.9,ok,,2026-03-11T01:26:47.808643
v010,202541_CSCE_331_916_57940_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_331_916_57940.pdf"", ""202541_CSCE_331_916_57940.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_331_916_57940_v010.pdf"", ""202541_CSCE_331_916_57940_v010.pdf"")",274.6,ok,,2026-03-11T01:26:55.716313
v010,202611_ISEN_460_902_45918_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_460_902_45918.pdf"", ""202611_ISEN_460_902_45918.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_460_902_45918_v010.pdf"", ""202611_ISEN_460_902_45918_v010.pdf"")",325.9,ok,,2026-03-11T01:27:01.970846
v010,202541_CSCE_331_950_53958_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_331_950_53958.pdf"", ""202541_CSCE_331_950_53958.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_331_950_53958_v010.pdf"", ""202541_CSCE_331_950_53958_v010.pdf"")",277.7,ok,,2026-03-11T01:27:04.783771
v010,202611_ISEN_489_501_60410_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_489_501_60410.pdf"", ""202611_ISEN_489_501_60410.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_489_501_60410_v010.pdf"", ""202611_ISEN_489_501_60410_v010.pdf"")",194.6,ok,,2026-03-11T01:27:11.809794
v010,202541_CSCE_331_970_53940_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_331_970_53940.pdf"", ""202541_CSCE_331_970_53940.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_331_970_53940_v010.pdf"", ""202541_CSCE_331_970_53940_v010.pdf"")",275.2,ok,,2026-03-11T01:27:13.623460
v010,202611_ISEN_616_600_39775_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_ISEN_616_600_39775.pdf"", ""202611_ISEN_616_600_39775.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_616_600_39775_v010.pdf"", ""202611_ISEN_616_600_39775_v010.pdf"")",276.0,ok,,2026-03-11T01:27:16.570204
v010,202611_ISEN_616_700_39910_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_616_700_39910.pdf"", ""202611_ISEN_616_700_39910.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_616_700_39910_v010.pdf"", ""202611_ISEN_616_700_39910_v010.pdf"")",286.9,ok,,2026-03-11T01:27:20.131242
v010,202541_CSCE_399_500_54958_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_399_500_54958.pdf"", ""202541_CSCE_399_500_54958.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_399_500_54958_v010.pdf"", ""202541_CSCE_399_500_54958_v010.pdf"")",190.0,ok,,2026-03-11T01:27:21.770518
v010,202611_ISEN_620_600_59274_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_ISEN_620_600_59274.pdf"", ""202611_ISEN_620_600_59274.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_620_600_59274_v010.pdf"", ""202611_ISEN_620_600_59274_v010.pdf"")",180.7,ok,,2026-03-11T01:27:27.816926
v010,202541_CSCE_430_550_58423_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_430_550_58423.pdf"", ""202541_CSCE_430_550_58423.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_430_550_58423_v010.pdf"", ""202541_CSCE_430_550_58423_v010.pdf"")",309.0,ok,,2026-03-11T01:27:28.112310
v010,202611_ISEN_625_600_55586_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_ISEN_625_600_55586.pdf"", ""202611_ISEN_625_600_55586.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_625_600_55586_v010.pdf"", ""202611_ISEN_625_600_55586_v010.pdf"")",253.5,ok,,2026-03-11T01:27:32.839709
v010,202611_ISEN_632_600_59850_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_ISEN_632_600_59850.pdf"", ""202611_ISEN_632_600_59850.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202611_ISEN_632_600_59850_v010.pdf"", ""202611_ISEN_632_600_59850_v010.pdf"")",285.3,ok,,2026-03-11T01:27:40.249171
v010,202541_CSCE_434_500_61992_v010.pdf,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_434_500_61992.pdf"", ""202541_CSCE_434_500_61992.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step0_source/202541_CSCE_434_500_61992_v010.pdf"", ""202541_CSCE_434_500_61992_v010.pdf"")",321.8,ok,,2026-03-11T01:27:43.075496
