version,file,input_file,output_file,course_id,section,crn,chunk_count,chunk_size_setting,overlap_setting,input_tokens,avg_chunk_tokens,llm_status,llm_error,processed_at,status
v010,202541_ISEN_302_504_11606_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_ISEN_302_504_11606_v010.md"", ""202541_ISEN_302_504_11606_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_ISEN_302_504_11606_v010.json"", ""202541_ISEN_302_504_11606_v010.json"")",ISEN 302,504,11606,4,600,100,2041,583,ok,,2026-03-11T01:23:38.208066,ok
v010,202541_CSCE_111_505_46758_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_111_505_46758_v010.md"", ""202541_CSCE_111_505_46758_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_111_505_46758_v010.json"", ""202541_CSCE_111_505_46758_v010.json"")",CSCE 111,505,46758,4,600,100,2220,639,ok,,2026-03-11T01:23:44.172795,ok
v010,202541_ISEN_302_505_57826_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_ISEN_302_505_57826_v010.md"", ""202541_ISEN_302_505_57826_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_ISEN_302_505_57826_v010.json"", ""202541_ISEN_302_505_57826_v010.json"")",ISEN 302,505,57826,4,600,100,2041,583,ok,,2026-03-11T01:23:46.181931,ok
v010,202541_ISEN_340_502_39510_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_ISEN_340_502_39510_v010.md"", ""202541_ISEN_340_502_39510_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_ISEN_340_502_39510_v010.json"", ""202541_ISEN_340_502_39510_v010.json"")",ISEN 340,502,39510,3,600,100,1370,534,ok,,2026-03-11T01:23:49.658180,ok
v010,202541_CSCE_111_506_46759_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_111_506_46759_v010.md"", ""202541_CSCE_111_506_46759_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_111_506_46759_v010.json"", ""202541_CSCE_111_506_46759_v010.json"")",CSCE 111,506,46759,4,600,100,2220,639,ok,,2026-03-11T01:23:52.724670,ok
v010,202541_ISEN_440_500_51374_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_ISEN_440_500_51374_v010.md"", ""202541_ISEN_440_500_51374_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_ISEN_440_500_51374_v010.json"", ""202541_ISEN_440_500_51374_v010.json"")",ISEN 440,500,51374,3,600,100,1699,653,ok,,2026-03-11T01:23:54.154695,ok
v010,202541_ISEN_441_501_59132_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_ISEN_441_501_59132_v010.md"", ""202541_ISEN_441_501_59132_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_ISEN_441_501_59132_v010.json"", ""202541_ISEN_441_501_59132_v010.json"")",ISEN 441,501,59132,6,600,100,3194,628,ok,,2026-03-11T01:24:00.093786,ok
v010,202541_CSCE_111_507_46760_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_111_507_46760_v010.md"", ""202541_CSCE_111_507_46760_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_111_507_46760_v010.json"", ""202541_CSCE_111_507_46760_v010.json"")",CSCE 111,507,46760,4,600,100,2220,639,ok,,2026-03-11T01:24:02.125940,ok
v010,202541_ISEN_460_901_29592_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_ISEN_460_901_29592_v010.md"", ""202541_ISEN_460_901_29592_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_ISEN_460_901_29592_v010.json"", ""202541_ISEN_460_901_29592_v010.json"")",ISEN 460,901,29592,5,600,100,2772,645,ok,,2026-03-11T01:24:10.784736,ok
v010,202541_CSCE_221_550_53957_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_221_550_53957_v010.md"", ""202541_CSCE_221_550_53957_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_221_550_53957_v010.json"", ""202541_CSCE_221_550_53957_v010.json"")",CSCE 221,550,53957,4,600,100,1991,584,ok,,2026-03-11T01:24:10.941316,ok
v010,202541_CSCE_222_501_21939_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_222_501_21939_v010.md"", ""202541_CSCE_222_501_21939_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_222_501_21939_v010.json"", ""202541_CSCE_222_501_21939_v010.json"")",CSCE 222,501,21939,4,600,100,2207,642,ok,,2026-03-11T01:24:17.491065,ok
v010,202541_ISEN_460_902_54116_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_ISEN_460_902_54116_v010.md"", ""202541_ISEN_460_902_54116_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_ISEN_460_902_54116_v010.json"", ""202541_ISEN_460_902_54116_v010.json"")",ISEN 460,902,54116,5,600,100,2739,641,ok,,2026-03-11T01:24:18.373548,ok
v010,202541_ISEN_620_601_52745_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_ISEN_620_601_52745_v010.md"", ""202541_ISEN_620_601_52745_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_ISEN_620_601_52745_v010.json"", ""202541_ISEN_620_601_52745_v010.json"")",ISEN 620,601,52745,5,600,100,2747,641,ok,,2026-03-11T01:24:23.762820,ok
v010,202541_CSCE_222_502_57920_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_222_502_57920_v010.md"", ""202541_CSCE_222_502_57920_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_222_502_57920_v010.json"", ""202541_CSCE_222_502_57920_v010.json"")",CSCE 222,502,57920,4,600,100,2207,641,ok,,2026-03-11T01:24:25.500169,ok
v010,202541_ISEN_620_700_14035_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_ISEN_620_700_14035_v010.md"", ""202541_ISEN_620_700_14035_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_ISEN_620_700_14035_v010.json"", ""202541_ISEN_620_700_14035_v010.json"")",ISEN 620,700,14035,5,600,100,2680,629,ok,,2026-03-11T01:24:29.066597,ok
v010,202541_CSCE_222_503_61758_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_222_503_61758_v010.md"", ""202541_CSCE_222_503_61758_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_222_503_61758_v010.json"", ""202541_CSCE_222_503_61758_v010.json"")",CSCE 222,503,61758,3,600,100,1618,623,ok,,2026-03-11T01:24:29.640521,ok
v010,202541_ISEN_660_600_63233_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_ISEN_660_600_63233_v010.md"", ""202541_ISEN_660_600_63233_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_ISEN_660_600_63233_v010.json"", ""202541_ISEN_660_600_63233_v010.json"")",ISEN 660,600,63233,2,600,100,912,511,ok,,2026-03-11T01:24:36.065402,ok
v010,202541_CSCE_222_504_61763_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_222_504_61763_v010.md"", ""202541_CSCE_222_504_61763_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_222_504_61763_v010.json"", ""202541_CSCE_222_504_61763_v010.json"")",CSCE 222,504,61763,3,600,100,1804,681,ok,,2026-03-11T01:24:38.956312,ok
v010,202541_CSCE_313_550_53960_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_313_550_53960_v010.md"", ""202541_CSCE_313_550_53960_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_313_550_53960_v010.json"", ""202541_CSCE_313_550_53960_v010.json"")",CSCE 313,550,53960,4,600,100,2168,638,ok,,2026-03-11T01:24:46.380025,ok
v010,202541_ISEN_660_700_63232_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_ISEN_660_700_63232_v010.md"", ""202541_ISEN_660_700_63232_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_ISEN_660_700_63232_v010.json"", ""202541_ISEN_660_700_63232_v010.json"")",ISEN 660,700,63232,3,600,100,1383,537,ok,,2026-03-11T01:24:46.618229,ok
v010,202611_ISEN_302_500_53801_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_302_500_53801_v010.md"", ""202611_ISEN_302_500_53801_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_302_500_53801_v010.json"", ""202611_ISEN_302_500_53801_v010.json"")",ISEN 302,500,53801,5,600,100,2739,634,ok,,2026-03-11T01:24:50.263688,ok
v010,202611_ISEN_302_501_50294_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_302_501_50294_v010.md"", ""202611_ISEN_302_501_50294_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_302_501_50294_v010.json"", ""202611_ISEN_302_501_50294_v010.json"")",ISEN 302,501,50294,4,600,100,2261,638,ok,,2026-03-11T01:24:54.254610,ok
v010,202541_CSCE_313_592_63929_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_313_592_63929_v010.md"", ""202541_CSCE_313_592_63929_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_313_592_63929_v010.json"", ""202541_CSCE_313_592_63929_v010.json"")",CSCE 313,592,63929,4,600,100,2377,677,ok,,2026-03-11T01:24:54.834503,ok
v010,202611_ISEN_302_502_11194_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_302_502_11194_v010.md"", ""202611_ISEN_302_502_11194_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_302_502_11194_v010.json"", ""202611_ISEN_302_502_11194_v010.json"")",ISEN 302,502,11194,4,600,100,2251,636,ok,,2026-03-11T01:25:00.644994,ok
v010,202611_ISEN_302_503_11195_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_302_503_11195_v010.md"", ""202611_ISEN_302_503_11195_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_302_503_11195_v010.json"", ""202611_ISEN_302_503_11195_v010.json"")",ISEN 302,503,11195,4,600,100,2251,636,ok,,2026-03-11T01:25:05.437455,ok
v010,202541_CSCE_313_593_63928_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_313_593_63928_v010.md"", ""202541_CSCE_313_593_63928_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_313_593_63928_v010.json"", ""202541_CSCE_313_593_63928_v010.json"")",CSCE 313,593,63928,4,600,100,2377,677,ok,,2026-03-11T01:25:10.671837,ok
v010,202611_ISEN_302_700_48287_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_302_700_48287_v010.md"", ""202611_ISEN_302_700_48287_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_302_700_48287_v010.json"", ""202611_ISEN_302_700_48287_v010.json"")",ISEN 302,700,48287,4,600,100,2250,636,ok,,2026-03-11T01:25:15.836413,ok
v010,202611_ISEN_310_500_45877_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_310_500_45877_v010.md"", ""202611_ISEN_310_500_45877_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_310_500_45877_v010.json"", ""202611_ISEN_310_500_45877_v010.json"")",ISEN 310,500,45877,3,600,100,1554,599,ok,,2026-03-11T01:25:20.817444,ok
v010,202541_CSCE_313_594_63927_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_313_594_63927_v010.md"", ""202541_CSCE_313_594_63927_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_313_594_63927_v010.json"", ""202541_CSCE_313_594_63927_v010.json"")",CSCE 313,594,63927,4,600,100,2377,677,ok,,2026-03-11T01:25:21.255965,ok
v010,202611_ISEN_310_501_57444_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_310_501_57444_v010.md"", ""202611_ISEN_310_501_57444_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_310_501_57444_v010.json"", ""202611_ISEN_310_501_57444_v010.json"")",ISEN 310,501,57444,3,600,100,1552,598,ok,,2026-03-11T01:25:27.874407,ok
v010,202541_CSCE_313_595_63925_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_313_595_63925_v010.md"", ""202541_CSCE_313_595_63925_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_313_595_63925_v010.json"", ""202541_CSCE_313_595_63925_v010.json"")",CSCE 313,595,63925,4,600,100,2377,677,ok,,2026-03-11T01:25:33.746547,ok
v010,202611_ISEN_320_503_47028_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_320_503_47028_v010.md"", ""202611_ISEN_320_503_47028_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_320_503_47028_v010.json"", ""202611_ISEN_320_503_47028_v010.json"")",ISEN 320,503,47028,2,600,100,896,508,ok,,2026-03-11T01:25:38.476903,ok
v010,202541_CSCE_313_596_63141_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_313_596_63141_v010.md"", ""202541_CSCE_313_596_63141_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_313_596_63141_v010.json"", ""202541_CSCE_313_596_63141_v010.json"")",CSCE 313,596,63141,4,600,100,2370,678,ok,,2026-03-11T01:25:39.766833,ok
v010,202611_ISEN_340_501_26576_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_340_501_26576_v010.md"", ""202611_ISEN_340_501_26576_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_340_501_26576_v010.json"", ""202611_ISEN_340_501_26576_v010.json"")",ISEN 340,501,26576,3,600,100,1676,649,ok,,2026-03-11T01:25:44.989773,ok
v010,202541_CSCE_313_598_63139_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_313_598_63139_v010.md"", ""202541_CSCE_313_598_63139_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_313_598_63139_v010.json"", ""202541_CSCE_313_598_63139_v010.json"")",CSCE 313,598,63139,4,600,100,2377,677,ok,,2026-03-11T01:25:45.521557,ok
v010,202611_ISEN_350_901_26578_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_350_901_26578_v010.md"", ""202611_ISEN_350_901_26578_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_350_901_26578_v010.json"", ""202611_ISEN_350_901_26578_v010.json"")",ISEN 350,901,26578,3,600,100,1712,650,ok,,2026-03-11T01:25:50.256855,ok
v010,202611_ISEN_350_902_26579_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_350_902_26579_v010.md"", ""202611_ISEN_350_902_26579_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_350_902_26579_v010.json"", ""202611_ISEN_350_902_26579_v010.json"")",ISEN 350,902,26579,3,600,100,1680,632,ok,,2026-03-11T01:25:55.377735,ok
v010,202541_CSCE_313_599_63138_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_313_599_63138_v010.md"", ""202541_CSCE_313_599_63138_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_313_599_63138_v010.json"", ""202541_CSCE_313_599_63138_v010.json"")",CSCE 313,599,63138,4,600,100,2377,677,ok,,2026-03-11T01:25:56.082211,ok
v010,202541_CSCE_314_200_58466_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_314_200_58466_v010.md"", ""202541_CSCE_314_200_58466_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_314_200_58466_v010.json"", ""202541_CSCE_314_200_58466_v010.json"")",CSCE 314,200,58466,5,600,100,2642,619,ok,,2026-03-11T01:26:01.118194,ok
v010,202611_ISEN_370_500_42974_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_370_500_42974_v010.md"", ""202611_ISEN_370_500_42974_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_370_500_42974_v010.json"", ""202611_ISEN_370_500_42974_v010.json"")",ISEN 370,500,42974,2,600,100,889,502,ok,,2026-03-11T01:26:02.453917,ok
v010,202611_ISEN_370_502_45909_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_370_502_45909_v010.md"", ""202611_ISEN_370_502_45909_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_370_502_45909_v010.json"", ""202611_ISEN_370_502_45909_v010.json"")",ISEN 370,502,45909,2,600,100,889,502,ok,,2026-03-11T01:26:07.398467,ok
v010,202541_CSCE_314_500_58233_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_314_500_58233_v010.md"", ""202541_CSCE_314_500_58233_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_314_500_58233_v010.json"", ""202541_CSCE_314_500_58233_v010.json"")",CSCE 314,500,58233,2,600,100,1207,668,ok,,2026-03-11T01:26:07.858932,ok
v010,202611_ISEN_399_500_39434_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_399_500_39434_v010.md"", ""202611_ISEN_399_500_39434_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_399_500_39434_v010.json"", ""202611_ISEN_399_500_39434_v010.json"")",ISEN 399,500,39434,3,600,100,1271,495,ok,,2026-03-11T01:26:14.111022,ok
v010,202541_CSCE_314_501_61772_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_314_501_61772_v010.md"", ""202541_CSCE_314_501_61772_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_314_501_61772_v010.json"", ""202541_CSCE_314_501_61772_v010.json"")",CSCE 314,501,61772,2,600,100,1207,668,ok,,2026-03-11T01:26:17.677443,ok
v010,202611_ISEN_425_500_53795_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_425_500_53795_v010.md"", ""202611_ISEN_425_500_53795_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_425_500_53795_v010.json"", ""202611_ISEN_425_500_53795_v010.json"")",ISEN 425,500,53795,5,600,100,3062,696,ok,,2026-03-11T01:26:21.321358,ok
v010,202541_CSCE_314_502_61775_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_314_502_61775_v010.md"", ""202541_CSCE_314_502_61775_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_314_502_61775_v010.json"", ""202541_CSCE_314_502_61775_v010.json"")",CSCE 314,502,61775,4,600,100,2357,680,ok,,2026-03-11T01:26:23.183005,ok
v010,202611_ISEN_432_500_55707_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_432_500_55707_v010.md"", ""202611_ISEN_432_500_55707_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_432_500_55707_v010.json"", ""202611_ISEN_432_500_55707_v010.json"")",ISEN 432,500,55707,8,600,100,4690,687,ok,,2026-03-11T01:26:27.678464,ok
v010,202541_CSCE_331_912_57936_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_912_57936_v010.md"", ""202541_CSCE_331_912_57936_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_331_912_57936_v010.json"", ""202541_CSCE_331_912_57936_v010.json"")",CSCE 331,912,57936,8,600,100,4768,694,ok,,2026-03-11T01:26:30.763697,ok
v010,202611_ISEN_432_501_60006_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_432_501_60006_v010.md"", ""202611_ISEN_432_501_60006_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_432_501_60006_v010.json"", ""202611_ISEN_432_501_60006_v010.json"")",ISEN 432,501,60006,8,600,100,4690,687,ok,,2026-03-11T01:26:33.587464,ok
v010,202541_CSCE_331_913_57937_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_913_57937_v010.md"", ""202541_CSCE_331_913_57937_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_331_913_57937_v010.json"", ""202541_CSCE_331_913_57937_v010.json"")",CSCE 331,913,57937,8,600,100,4768,694,ok,,2026-03-11T01:26:39.527403,ok
v010,202611_ISEN_453_501_45910_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_453_501_45910_v010.md"", ""202611_ISEN_453_501_45910_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_453_501_45910_v010.json"", ""202611_ISEN_453_501_45910_v010.json"")",ISEN 453,501,45910,2,600,100,1122,622,ok,,2026-03-11T01:26:39.776029,ok
v010,202541_CSCE_331_914_57938_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_914_57938_v010.md"", ""202541_CSCE_331_914_57938_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_331_914_57938_v010.json"", ""202541_CSCE_331_914_57938_v010.json"")",CSCE 331,914,57938,8,600,100,4768,694,ok,,2026-03-11T01:26:45.218230,ok
v010,202611_ISEN_460_900_26589_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_460_900_26589_v010.md"", ""202611_ISEN_460_900_26589_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_460_900_26589_v010.json"", ""202611_ISEN_460_900_26589_v010.json"")",ISEN 460,900,26589,5,600,100,2877,669,ok,,2026-03-11T01:26:47.785798,ok
v010,202541_CSCE_331_915_57939_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_915_57939_v010.md"", ""202541_CSCE_331_915_57939_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_331_915_57939_v010.json"", ""202541_CSCE_331_915_57939_v010.json"")",CSCE 331,915,57939,8,600,100,4768,694,ok,,2026-03-11T01:26:55.691616,ok
