version,file,input_file,output_file,course_id,section,crn,chunk_count,chunk_size_setting,overlap_setting,input_tokens,avg_chunk_tokens,llm_status,llm_error,processed_at,status
v010,202611_ISEN_460_901_26588_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_460_901_26588_v010.md"", ""202611_ISEN_460_901_26588_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_460_901_26588_v010.json"", ""202611_ISEN_460_901_26588_v010.json"")",ISEN 460,901,26588,5,600,100,2883,668,ok,,2026-03-11T01:27:01.953505,ok
v010,202541_CSCE_331_916_57940_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_916_57940_v010.md"", ""202541_CSCE_331_916_57940_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_331_916_57940_v010.json"", ""202541_CSCE_331_916_57940_v010.json"")",CSCE 331,916,57940,7,600,100,4198,693,ok,,2026-03-11T01:27:04.762093,ok
v010,202611_ISEN_460_902_45918_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_460_902_45918_v010.md"", ""202611_ISEN_460_902_45918_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_460_902_45918_v010.json"", ""202611_ISEN_460_902_45918_v010.json"")",ISEN 460,902,45918,5,600,100,2883,670,ok,,2026-03-11T01:27:11.791711,ok
v010,202541_CSCE_331_950_53958_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_950_53958_v010.md"", ""202541_CSCE_331_950_53958_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_331_950_53958_v010.json"", ""202541_CSCE_331_950_53958_v010.json"")",CSCE 331,950,53958,7,600,100,4269,701,ok,,2026-03-11T01:27:13.605933,ok
v010,202611_ISEN_489_501_60410_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_489_501_60410_v010.md"", ""202611_ISEN_489_501_60410_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_489_501_60410_v010.json"", ""202611_ISEN_489_501_60410_v010.json"")",ISEN 489,501,60410,2,600,100,968,543,ok,,2026-03-11T01:27:16.549981,ok
v010,202611_ISEN_616_600_39775_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_616_600_39775_v010.md"", ""202611_ISEN_616_600_39775_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_616_600_39775_v010.json"", ""202611_ISEN_616_600_39775_v010.json"")",ISEN 616,600,39775,3,600,100,1541,588,ok,,2026-03-11T01:27:20.114172,ok
v010,202541_CSCE_331_970_53940_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_970_53940_v010.md"", ""202541_CSCE_331_970_53940_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_331_970_53940_v010.json"", ""202541_CSCE_331_970_53940_v010.json"")",CSCE 331,970,53940,7,600,100,4263,703,ok,,2026-03-11T01:27:21.753646,ok
v010,202611_ISEN_616_700_39910_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_616_700_39910_v010.md"", ""202611_ISEN_616_700_39910_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_616_700_39910_v010.json"", ""202611_ISEN_616_700_39910_v010.json"")",ISEN 616,700,39910,3,600,100,1521,576,ok,,2026-03-11T01:27:27.794393,ok
v010,202541_CSCE_399_500_54958_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_399_500_54958_v010.md"", ""202541_CSCE_399_500_54958_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_399_500_54958_v010.json"", ""202541_CSCE_399_500_54958_v010.json"")",CSCE 399,500,54958,2,600,100,1069,581,ok,,2026-03-11T01:27:28.095242,ok
v010,202611_ISEN_620_600_59274_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_620_600_59274_v010.md"", ""202611_ISEN_620_600_59274_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_620_600_59274_v010.json"", ""202611_ISEN_620_600_59274_v010.json"")",ISEN 620,600,59274,2,600,100,1127,626,ok,,2026-03-11T01:27:32.811525,ok
v010,202611_ISEN_625_600_55586_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_625_600_55586_v010.md"", ""202611_ISEN_625_600_55586_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_625_600_55586_v010.json"", ""202611_ISEN_625_600_55586_v010.json"")",ISEN 625,600,55586,9,600,100,5052,662,ok,,2026-03-11T01:27:40.226516,ok
v010,202541_CSCE_430_550_58423_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_430_550_58423_v010.md"", ""202541_CSCE_430_550_58423_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_430_550_58423_v010.json"", ""202541_CSCE_430_550_58423_v010.json"")",CSCE 430,550,58423,7,600,100,4159,682,ok,,2026-03-11T01:27:43.058544,ok
v010,202611_ISEN_632_600_59850_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_632_600_59850_v010.md"", ""202611_ISEN_632_600_59850_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_632_600_59850_v010.json"", ""202611_ISEN_632_600_59850_v010.json"")",ISEN 632,600,59850,8,600,100,4744,694,ok,,2026-03-11T01:27:45.245828,ok
v010,202541_CSCE_434_500_61992_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_434_500_61992_v010.md"", ""202541_CSCE_434_500_61992_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_434_500_61992_v010.json"", ""202541_CSCE_434_500_61992_v010.json"")",CSCE 434,500,61992,10,600,100,6102,703,ok,,2026-03-11T01:27:48.084392,ok
v010,202541_CSCE_442_500_58237_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_442_500_58237_v010.md"", ""202541_CSCE_442_500_58237_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_442_500_58237_v010.json"", ""202541_CSCE_442_500_58237_v010.json"")",CSCE 442,500,58237,3,600,100,1485,568,ok,,2026-03-11T01:27:53.565608,ok
v010,202611_ISEN_632_700_59783_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_632_700_59783_v010.md"", ""202611_ISEN_632_700_59783_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_632_700_59783_v010.json"", ""202611_ISEN_632_700_59783_v010.json"")",ISEN 632,700,59783,9,600,100,5225,680,ok,,2026-03-11T01:27:56.531369,ok
v010,202611_ISEN_637_600_59851_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_637_600_59851_v010.md"", ""202611_ISEN_637_600_59851_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_637_600_59851_v010.json"", ""202611_ISEN_637_600_59851_v010.json"")",ISEN 637,600,59851,2,600,100,724,416,ok,,2026-03-11T01:28:00.066999,ok
v010,202541_CSCE_451_500_53953_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_451_500_53953_v010.md"", ""202541_CSCE_451_500_53953_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_451_500_53953_v010.json"", ""202541_CSCE_451_500_53953_v010.json"")",CSCE 451,500,53953,2,600,100,1180,654,ok,,2026-03-11T01:28:00.156437,ok
v010,202541_CSCE_463_500_37729_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_463_500_37729_v010.md"", ""202541_CSCE_463_500_37729_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_463_500_37729_v010.json"", ""202541_CSCE_463_500_37729_v010.json"")",CSCE 463,500,37729,2,600,100,1201,664,ok,,2026-03-11T01:28:04.008857,ok
v010,202611_ISEN_641_600_59191_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_641_600_59191_v010.md"", ""202611_ISEN_641_600_59191_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_641_600_59191_v010.json"", ""202611_ISEN_641_600_59191_v010.json"")",ISEN 641,600,59191,4,600,100,2412,689,ok,,2026-03-11T01:28:06.108881,ok
v010,202541_CSCE_482_932_46010_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_482_932_46010_v010.md"", ""202541_CSCE_482_932_46010_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_482_932_46010_v010.json"", ""202541_CSCE_482_932_46010_v010.json"")",CSCE 482,932,46010,7,600,100,4166,685,ok,,2026-03-11T01:28:08.052794,ok
v010,202611_ISEN_641_701_39206_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_641_701_39206_v010.md"", ""202611_ISEN_641_701_39206_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_641_701_39206_v010.json"", ""202611_ISEN_641_701_39206_v010.json"")",ISEN 641,701,39206,4,600,100,2410,686,ok,,2026-03-11T01:28:10.094841,ok
v010,202541_CSCE_489_501_62744_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_489_501_62744_v010.md"", ""202541_CSCE_489_501_62744_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_489_501_62744_v010.json"", ""202541_CSCE_489_501_62744_v010.json"")",CSCE 489,501,62744,3,600,100,1298,498,ok,,2026-03-11T01:28:13.886159,ok
v010,202611_ISEN_665_600_59566_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_665_600_59566_v010.md"", ""202611_ISEN_665_600_59566_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_665_600_59566_v010.json"", ""202611_ISEN_665_600_59566_v010.json"")",ISEN 665,600,59566,7,600,100,3868,655,ok,,2026-03-11T01:28:18.084747,ok
v010,202611_ISEN_665_700_59602_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_665_700_59602_v010.md"", ""202611_ISEN_665_700_59602_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_665_700_59602_v010.json"", ""202611_ISEN_665_700_59602_v010.json"")",ISEN 665,700,59602,7,600,100,3860,653,ok,,2026-03-11T01:28:23.818782,ok
v010,202541_CSCE_491_211_33674_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_491_211_33674_v010.md"", ""202541_CSCE_491_211_33674_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_491_211_33674_v010.json"", ""202541_CSCE_491_211_33674_v010.json"")",CSCE 491,211,33674,2,600,100,957,510,ok,,2026-03-11T01:28:24.770319,ok
v010,202611_ISEN_681_600_15399_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_681_600_15399_v010.md"", ""202611_ISEN_681_600_15399_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_ISEN_681_600_15399_v010.json"", ""202611_ISEN_681_600_15399_v010.json"")",ISEN 681,600,15399,1,600,100,396,399,ok,,2026-03-11T01:28:28.216127,ok
v010,202541_CSCE_491_527_44944_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_491_527_44944_v010.md"", ""202541_CSCE_491_527_44944_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_491_527_44944_v010.json"", ""202541_CSCE_491_527_44944_v010.json"")",CSCE 491,527,44944,2,600,100,957,510,ok,,2026-03-11T01:28:30.650519,ok
v010,202541_CSCE_606_600_20451_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_606_600_20451_v010.md"", ""202541_CSCE_606_600_20451_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_606_600_20451_v010.json"", ""202541_CSCE_606_600_20451_v010.json"")",CSCE 606,600,20451,1,600,100,183,184,ok,,2026-03-11T01:28:34.522910,ok
v010,202541_CSCE_612_600_58249_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_612_600_58249_v010.md"", ""202541_CSCE_612_600_58249_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_612_600_58249_v010.json"", ""202541_CSCE_612_600_58249_v010.json"")",CSCE 612,600,58249,2,600,100,1203,666,ok,,2026-03-11T01:28:39.273038,ok
v010,202541_CSCE_620_600_62082_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_620_600_62082_v010.md"", ""202541_CSCE_620_600_62082_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_620_600_62082_v010.json"", ""202541_CSCE_620_600_62082_v010.json"")",CSCE 620,600,62082,2,600,100,1206,663,ok,,2026-03-11T01:28:43.864717,ok
v010,202541_CSCE_633_600_33086_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_633_600_33086_v010.md"", ""202541_CSCE_633_600_33086_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_633_600_33086_v010.json"", ""202541_CSCE_633_600_33086_v010.json"")",CSCE 633,600,33086,2,600,100,1240,686,ok,,2026-03-11T01:28:48.426300,ok
v010,202541_CSCE_633_700_57951_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_633_700_57951_v010.md"", ""202541_CSCE_633_700_57951_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_633_700_57951_v010.json"", ""202541_CSCE_633_700_57951_v010.json"")",CSCE 633,700,57951,3,600,100,1507,577,ok,,2026-03-11T01:28:53.045250,ok
v010,202541_CSCE_646_600_59338_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_646_600_59338_v010.md"", ""202541_CSCE_646_600_59338_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_646_600_59338_v010.json"", ""202541_CSCE_646_600_59338_v010.json"")",CSCE 646,600,59338,3,600,100,1755,638,ok,,2026-03-11T01:29:00.228763,ok
v010,202541_CSCE_652_600_58334_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_652_600_58334_v010.md"", ""202541_CSCE_652_600_58334_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_652_600_58334_v010.json"", ""202541_CSCE_652_600_58334_v010.json"")",CSCE 652,600,58334,2,600,100,1170,651,ok,,2026-03-11T01:29:06.106068,ok
v010,202541_CSCE_654_600_62088_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_654_600_62088_v010.md"", ""202541_CSCE_654_600_62088_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_654_600_62088_v010.json"", ""202541_CSCE_654_600_62088_v010.json"")",CSCE 654,600,62088,2,600,100,1090,602,ok,,2026-03-11T01:29:10.630792,ok
v010,202541_CSCE_689_603_62419_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_689_603_62419_v010.md"", ""202541_CSCE_689_603_62419_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_689_603_62419_v010.json"", ""202541_CSCE_689_603_62419_v010.json"")",CSCE 689,603,62419,4,600,100,2254,648,ok,,2026-03-11T01:29:14.300795,ok
v010,202541_CSCE_689_604_62420_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_689_604_62420_v010.md"", ""202541_CSCE_689_604_62420_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202541_CSCE_689_604_62420_v010.json"", ""202541_CSCE_689_604_62420_v010.json"")",CSCE 689,604,62420,2,600,100,874,492,ok,,2026-03-11T01:29:18.695031,ok
v010,202611_CSCE_110_500_46248_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_110_500_46248_v010.md"", ""202611_CSCE_110_500_46248_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_110_500_46248_v010.json"", ""202611_CSCE_110_500_46248_v010.json"")",CSCE 110,500,46248,3,600,100,1406,542,ok,,2026-03-11T01:29:26.745379,ok
v010,202611_CSCE_110_501_46249_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_110_501_46249_v010.md"", ""202611_CSCE_110_501_46249_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_110_501_46249_v010.json"", ""202611_CSCE_110_501_46249_v010.json"")",CSCE 110,501,46249,3,600,100,1405,542,ok,,2026-03-11T01:29:38.706911,ok
v010,202611_CSCE_110_502_46250_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_110_502_46250_v010.md"", ""202611_CSCE_110_502_46250_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_110_502_46250_v010.json"", ""202611_CSCE_110_502_46250_v010.json"")",CSCE 110,502,46250,3,600,100,1406,542,ok,,2026-03-11T01:29:46.731757,ok
v010,202611_CSCE_110_503_46251_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_110_503_46251_v010.md"", ""202611_CSCE_110_503_46251_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_110_503_46251_v010.json"", ""202611_CSCE_110_503_46251_v010.json"")",CSCE 110,503,46251,3,600,100,1406,542,ok,,2026-03-11T01:29:52.833193,ok
v010,202611_CSCE_110_504_46252_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_110_504_46252_v010.md"", ""202611_CSCE_110_504_46252_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_110_504_46252_v010.json"", ""202611_CSCE_110_504_46252_v010.json"")",CSCE 110,504,46252,3,600,100,1406,542,ok,,2026-03-11T01:30:00.820894,ok
v010,202611_CSCE_110_505_46253_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_110_505_46253_v010.md"", ""202611_CSCE_110_505_46253_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_110_505_46253_v010.json"", ""202611_CSCE_110_505_46253_v010.json"")",CSCE 110,505,46253,3,600,100,1406,542,ok,,2026-03-11T01:30:10.787612,ok
v010,202611_CSCE_111_500_41766_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_111_500_41766_v010.md"", ""202611_CSCE_111_500_41766_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_111_500_41766_v010.json"", ""202611_CSCE_111_500_41766_v010.json"")",CSCE 111,500,41766,4,600,100,2226,640,ok,,2026-03-11T01:30:18.211931,ok
v010,202611_CSCE_111_501_12320_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_111_501_12320_v010.md"", ""202611_CSCE_111_501_12320_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_111_501_12320_v010.json"", ""202611_CSCE_111_501_12320_v010.json"")",CSCE 111,501,12320,4,600,100,2226,640,ok,,2026-03-11T01:30:25.628052,ok
v010,202611_CSCE_111_502_46337_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_111_502_46337_v010.md"", ""202611_CSCE_111_502_46337_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_111_502_46337_v010.json"", ""202611_CSCE_111_502_46337_v010.json"")",CSCE 111,502,46337,4,600,100,2226,640,ok,,2026-03-11T01:30:32.679418,ok
v010,202611_CSCE_111_503_46338_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_111_503_46338_v010.md"", ""202611_CSCE_111_503_46338_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_111_503_46338_v010.json"", ""202611_CSCE_111_503_46338_v010.json"")",CSCE 111,503,46338,4,600,100,2227,641,ok,,2026-03-11T01:30:39.934965,ok
v010,202611_CSCE_111_504_50755_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_111_504_50755_v010.md"", ""202611_CSCE_111_504_50755_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_111_504_50755_v010.json"", ""202611_CSCE_111_504_50755_v010.json"")",CSCE 111,504,50755,4,600,100,2227,641,ok,,2026-03-11T01:30:47.600880,ok
v010,202611_CSCE_111_505_50598_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_111_505_50598_v010.md"", ""202611_CSCE_111_505_50598_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_111_505_50598_v010.json"", ""202611_CSCE_111_505_50598_v010.json"")",CSCE 111,505,50598,4,600,100,2227,641,ok,,2026-03-11T01:30:52.142555,ok
v010,202611_CSCE_120_200_55679_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_120_200_55679_v010.md"", ""202611_CSCE_120_200_55679_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_120_200_55679_v010.json"", ""202611_CSCE_120_200_55679_v010.json"")",CSCE 120,200,55679,7,600,100,3848,642,ok,,2026-03-11T01:30:59.294239,ok
v010,202611_CSCE_120_500_42781_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_120_500_42781_v010.md"", ""202611_CSCE_120_500_42781_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_120_500_42781_v010.json"", ""202611_CSCE_120_500_42781_v010.json"")",CSCE 120,500,42781,7,600,100,3882,645,ok,,2026-03-11T01:31:06.473321,ok
v010,202611_CSCE_120_501_42783_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_120_501_42783_v010.md"", ""202611_CSCE_120_501_42783_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_120_501_42783_v010.json"", ""202611_CSCE_120_501_42783_v010.json"")",CSCE 120,501,42783,7,600,100,3882,645,ok,,2026-03-11T01:31:16.553240,ok
v010,202611_CSCE_120_502_42785_v010.json,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_120_502_42785_v010.md"", ""202611_CSCE_120_502_42785_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_120_502_42785_v010.json"", ""202611_CSCE_120_502_42785_v010.json"")",CSCE 120,502,42785,7,600,100,3882,645,ok,,2026-03-11T01:31:23.025530,ok
