version,file,source_pdf,output_file,body_font_size_pt,annotated_lines,plain_lines,output_tokens,page_count,status,error,processed_at
v010,202541_CSCE_442_500_58237_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_442_500_58237.pdf"", ""202541_CSCE_442_500_58237.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_442_500_58237_v010.md"", ""202541_CSCE_442_500_58237_v010.md"")",11.0,43,292,4416,11,ok,,2026-03-11T01:27:48.153767
v010,202541_CSCE_451_500_53953_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_451_500_53953.pdf"", ""202541_CSCE_451_500_53953.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_451_500_53953_v010.md"", ""202541_CSCE_451_500_53953_v010.md"")",11.0,195,190,4443,12,ok,,2026-03-11T01:27:53.636407
v010,202611_ISEN_637_600_59851_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_ISEN_637_600_59851.pdf"", ""202611_ISEN_637_600_59851.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_637_600_59851_v010.md"", ""202611_ISEN_637_600_59851_v010.md"")",11.0,30,221,3612,10,ok,,2026-03-11T01:27:56.589335
v010,202611_ISEN_641_600_59191_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_ISEN_641_600_59191.pdf"", ""202611_ISEN_641_600_59191.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_641_600_59191_v010.md"", ""202611_ISEN_641_600_59191_v010.md"")",11.0,169,232,5704,14,ok,,2026-03-11T01:28:00.141681
v010,202541_CSCE_463_500_37729_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_463_500_37729.pdf"", ""202541_CSCE_463_500_37729.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_463_500_37729_v010.md"", ""202541_CSCE_463_500_37729_v010.md"")",11.0,171,183,4413,11,ok,,2026-03-11T01:28:00.221395
v010,202541_CSCE_482_932_46010_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_482_932_46010.pdf"", ""202541_CSCE_482_932_46010.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_482_932_46010_v010.md"", ""202541_CSCE_482_932_46010_v010.md"")",11.0,115,400,7415,17,ok,,2026-03-11T01:28:04.090666
v010,202611_ISEN_641_701_39206_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_641_701_39206.pdf"", ""202611_ISEN_641_701_39206.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_641_701_39206_v010.md"", ""202611_ISEN_641_701_39206_v010.md"")",11.0,171,231,5707,14,ok,,2026-03-11T01:28:06.177421
v010,202541_CSCE_489_501_62744_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_489_501_62744.pdf"", ""202541_CSCE_489_501_62744.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_489_501_62744_v010.md"", ""202541_CSCE_489_501_62744_v010.md"")",11.0,30,258,4266,11,ok,,2026-03-11T01:28:08.117952
v010,202611_ISEN_665_600_59566_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_ISEN_665_600_59566.pdf"", ""202611_ISEN_665_600_59566.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_665_600_59566_v010.md"", ""202611_ISEN_665_600_59566_v010.md"")",10.5,113,526,7090,16,ok,,2026-03-11T01:28:10.181808
v010,202541_CSCE_491_211_33674_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_491_211_33674.pdf"", ""202541_CSCE_491_211_33674.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_491_211_33674_v010.md"", ""202541_CSCE_491_211_33674_v010.md"")",11.0,87,195,3951,11,ok,,2026-03-11T01:28:14.131537
v010,202611_ISEN_665_700_59602_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_665_700_59602.pdf"", ""202611_ISEN_665_700_59602.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_665_700_59602_v010.md"", ""202611_ISEN_665_700_59602_v010.md"")",10.5,113,524,7081,16,ok,,2026-03-11T01:28:18.166260
v010,202611_ISEN_681_600_15399_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_ISEN_681_600_15399.pdf"", ""202611_ISEN_681_600_15399.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_681_600_15399_v010.md"", ""202611_ISEN_681_600_15399_v010.md"")",11.0,26,194,3278,8,ok,,2026-03-11T01:28:23.889719
v010,202541_CSCE_491_527_44944_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_491_527_44944.pdf"", ""202541_CSCE_491_527_44944.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_491_527_44944_v010.md"", ""202541_CSCE_491_527_44944_v010.md"")",11.0,87,195,3951,11,ok,,2026-03-11T01:28:25.020870
v010,202541_CSCE_605_600_62077_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202541_CSCE_605_600_62077.pdf"", ""202541_CSCE_605_600_62077.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_605_600_62077_v010.md"", ""202541_CSCE_605_600_62077_v010.md"")",11.0,48,600,9981,24,ok,,2026-03-11T01:28:30.783443
v010,202541_CSCE_606_600_20451_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202541_CSCE_606_600_20451.pdf"", ""202541_CSCE_606_600_20451.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_606_600_20451_v010.md"", ""202541_CSCE_606_600_20451_v010.md"")",11.0,22,175,3056,8,ok,,2026-03-11T01:28:30.872937
v010,202541_CSCE_612_600_58249_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202541_CSCE_612_600_58249.pdf"", ""202541_CSCE_612_600_58249.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_612_600_58249_v010.md"", ""202541_CSCE_612_600_58249_v010.md"")",11.0,171,183,4415,11,ok,,2026-03-11T01:28:34.615175
v010,202541_CSCE_620_600_62082_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202541_CSCE_620_600_62082.pdf"", ""202541_CSCE_620_600_62082.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_620_600_62082_v010.md"", ""202541_CSCE_620_600_62082_v010.md"")",11.0,29,248,4090,11,ok,,2026-03-11T01:28:39.353848
v010,202541_CSCE_633_600_33086_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202541_CSCE_633_600_33086.pdf"", ""202541_CSCE_633_600_33086.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_633_600_33086_v010.md"", ""202541_CSCE_633_600_33086_v010.md"")",11.0,136,195,4371,11,ok,,2026-03-11T01:28:43.945121
v010,202541_CSCE_633_700_57951_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_633_700_57951.pdf"", ""202541_CSCE_633_700_57951.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_633_700_57951_v010.md"", ""202541_CSCE_633_700_57951_v010.md"")",11.0,57,273,4454,12,ok,,2026-03-11T01:28:48.515601
v010,202541_CSCE_646_600_59338_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202541_CSCE_646_600_59338.pdf"", ""202541_CSCE_646_600_59338.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_646_600_59338_v010.md"", ""202541_CSCE_646_600_59338_v010.md"")",11.0,118,203,4801,12,ok,,2026-03-11T01:28:53.165036
v010,202541_CSCE_652_600_58334_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202541_CSCE_652_600_58334.pdf"", ""202541_CSCE_652_600_58334.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_652_600_58334_v010.md"", ""202541_CSCE_652_600_58334_v010.md"")",11.0,182,201,4402,12,ok,,2026-03-11T01:29:00.325573
v010,202541_CSCE_654_600_62088_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202541_CSCE_654_600_62088.pdf"", ""202541_CSCE_654_600_62088.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_654_600_62088_v010.md"", ""202541_CSCE_654_600_62088_v010.md"")",11.0,38,269,4012,10,ok,,2026-03-11T01:29:06.240512
v010,202541_CSCE_689_603_62419_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_689_603_62419.pdf"", ""202541_CSCE_689_603_62419.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_689_603_62419_v010.md"", ""202541_CSCE_689_603_62419_v010.md"")",11.0,30,361,5319,14,ok,,2026-03-11T01:29:10.781233
v010,202541_CSCE_689_604_62420_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_689_604_62420.pdf"", ""202541_CSCE_689_604_62420.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_689_604_62420_v010.md"", ""202541_CSCE_689_604_62420_v010.md"")",11.0,55,236,3833,11,ok,,2026-03-11T01:29:14.381083
v010,202611_CSCE_110_500_46248_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_110_500_46248.pdf"", ""202611_CSCE_110_500_46248.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_110_500_46248_v010.md"", ""202611_CSCE_110_500_46248_v010.md"")",11.0,102,246,4571,13,ok,,2026-03-11T01:29:18.867686
v010,202611_CSCE_110_501_46249_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_110_501_46249.pdf"", ""202611_CSCE_110_501_46249.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_110_501_46249_v010.md"", ""202611_CSCE_110_501_46249_v010.md"")",11.0,111,234,4477,13,ok,,2026-03-11T01:29:26.862270
v010,202611_CSCE_110_502_46250_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_110_502_46250.pdf"", ""202611_CSCE_110_502_46250.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_110_502_46250_v010.md"", ""202611_CSCE_110_502_46250_v010.md"")",11.0,91,244,4432,12,ok,,2026-03-11T01:29:38.808854
v010,202611_CSCE_110_503_46251_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_110_503_46251.pdf"", ""202611_CSCE_110_503_46251.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_110_503_46251_v010.md"", ""202611_CSCE_110_503_46251_v010.md"")",11.0,91,244,4432,12,ok,,2026-03-11T01:29:46.820058
v010,202611_CSCE_110_504_46252_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_110_504_46252.pdf"", ""202611_CSCE_110_504_46252.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_110_504_46252_v010.md"", ""202611_CSCE_110_504_46252_v010.md"")",11.0,91,244,4432,12,ok,,2026-03-11T01:29:52.931612
v010,202611_CSCE_110_505_46253_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_110_505_46253.pdf"", ""202611_CSCE_110_505_46253.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_110_505_46253_v010.md"", ""202611_CSCE_110_505_46253_v010.md"")",11.0,91,244,4432,12,ok,,2026-03-11T01:30:00.944527
v010,202611_CSCE_111_500_41766_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_111_500_41766.pdf"", ""202611_CSCE_111_500_41766.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_111_500_41766_v010.md"", ""202611_CSCE_111_500_41766_v010.md"")",11.0,140,266,5367,14,ok,,2026-03-11T01:30:10.874791
v010,202611_CSCE_111_501_12320_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_111_501_12320.pdf"", ""202611_CSCE_111_501_12320.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_111_501_12320_v010.md"", ""202611_CSCE_111_501_12320_v010.md"")",11.0,140,266,5367,14,ok,,2026-03-11T01:30:18.345538
v010,202611_CSCE_111_502_46337_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_111_502_46337.pdf"", ""202611_CSCE_111_502_46337.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_111_502_46337_v010.md"", ""202611_CSCE_111_502_46337_v010.md"")",11.0,140,266,5367,14,ok,,2026-03-11T01:30:25.738058
v010,202611_CSCE_111_503_46338_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_111_503_46338.pdf"", ""202611_CSCE_111_503_46338.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_111_503_46338_v010.md"", ""202611_CSCE_111_503_46338_v010.md"")",11.0,140,266,5368,14,ok,,2026-03-11T01:30:32.797570
v010,202611_CSCE_111_504_50755_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_111_504_50755.pdf"", ""202611_CSCE_111_504_50755.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_111_504_50755_v010.md"", ""202611_CSCE_111_504_50755_v010.md"")",11.0,140,266,5368,14,ok,,2026-03-11T01:30:40.034417
v010,202611_CSCE_111_505_50598_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_111_505_50598.pdf"", ""202611_CSCE_111_505_50598.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_111_505_50598_v010.md"", ""202611_CSCE_111_505_50598_v010.md"")",11.0,140,266,5368,14,ok,,2026-03-11T01:30:47.710957
v010,202611_CSCE_120_200_55679_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_200_55679.pdf"", ""202611_CSCE_120_200_55679.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_200_55679_v010.md"", ""202611_CSCE_120_200_55679_v010.md"")",11.0,58,556,7644,19,ok,,2026-03-11T01:30:52.249022
v010,202611_CSCE_120_500_42781_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_500_42781.pdf"", ""202611_CSCE_120_500_42781.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_500_42781_v010.md"", ""202611_CSCE_120_500_42781_v010.md"")",11.0,59,557,7678,19,ok,,2026-03-11T01:30:59.427999
v010,202611_CSCE_120_501_42783_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_501_42783.pdf"", ""202611_CSCE_120_501_42783.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_501_42783_v010.md"", ""202611_CSCE_120_501_42783_v010.md"")",11.0,59,557,7678,19,ok,,2026-03-11T01:31:06.605359
v010,202611_CSCE_120_502_42785_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_502_42785.pdf"", ""202611_CSCE_120_502_42785.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_502_42785_v010.md"", ""202611_CSCE_120_502_42785_v010.md"")",11.0,59,557,7678,19,ok,,2026-03-11T01:31:16.682327
v010,202611_CSCE_120_503_54685_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_503_54685.pdf"", ""202611_CSCE_120_503_54685.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_503_54685_v010.md"", ""202611_CSCE_120_503_54685_v010.md"")",11.0,59,557,7678,19,ok,,2026-03-11T01:31:23.152640
v010,202611_CSCE_120_504_46244_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_504_46244.pdf"", ""202611_CSCE_120_504_46244.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_504_46244_v010.md"", ""202611_CSCE_120_504_46244_v010.md"")",11.0,59,557,7678,19,ok,,2026-03-11T01:31:33.514801
v010,202611_CSCE_120_505_46245_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_505_46245.pdf"", ""202611_CSCE_120_505_46245.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_505_46245_v010.md"", ""202611_CSCE_120_505_46245_v010.md"")",11.0,59,557,7678,19,ok,,2026-03-11T01:31:40.535163
v010,202611_CSCE_120_506_46246_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_506_46246.pdf"", ""202611_CSCE_120_506_46246.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_506_46246_v010.md"", ""202611_CSCE_120_506_46246_v010.md"")",13.0,253,395,7968,22,ok,,2026-03-11T01:31:52.673492
v010,202611_CSCE_120_507_46247_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_507_46247.pdf"", ""202611_CSCE_120_507_46247.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_507_46247_v010.md"", ""202611_CSCE_120_507_46247_v010.md"")",13.0,253,395,7968,22,ok,,2026-03-11T01:32:01.607379
v010,202611_CSCE_120_508_50472_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_508_50472.pdf"", ""202611_CSCE_120_508_50472.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_508_50472_v010.md"", ""202611_CSCE_120_508_50472_v010.md"")",13.0,253,395,7968,22,ok,,2026-03-11T01:32:13.931396
v010,202611_CSCE_120_509_50473_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_509_50473.pdf"", ""202611_CSCE_120_509_50473.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_509_50473_v010.md"", ""202611_CSCE_120_509_50473_v010.md"")",11.0,57,555,7655,19,ok,,2026-03-11T01:32:21.683715
v010,202611_CSCE_120_510_50474_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_510_50474.pdf"", ""202611_CSCE_120_510_50474.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_510_50474_v010.md"", ""202611_CSCE_120_510_50474_v010.md"")",11.0,57,555,7655,19,ok,,2026-03-11T01:32:30.866063
v010,202611_CSCE_120_511_50475_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_511_50475.pdf"", ""202611_CSCE_120_511_50475.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_511_50475_v010.md"", ""202611_CSCE_120_511_50475_v010.md"")",11.0,49,490,7210,18,ok,,2026-03-11T01:32:37.638586
v010,202611_CSCE_120_512_50476_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_512_50476.pdf"", ""202611_CSCE_120_512_50476.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_512_50476_v010.md"", ""202611_CSCE_120_512_50476_v010.md"")",11.0,49,490,7210,18,ok,,2026-03-11T01:32:45.641575
v010,202611_CSCE_120_513_50478_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_513_50478.pdf"", ""202611_CSCE_120_513_50478.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_513_50478_v010.md"", ""202611_CSCE_120_513_50478_v010.md"")",11.0,49,490,7210,18,ok,,2026-03-11T01:32:57.025063
v010,202611_CSCE_120_514_50480_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_514_50480.pdf"", ""202611_CSCE_120_514_50480.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_514_50480_v010.md"", ""202611_CSCE_120_514_50480_v010.md"")",11.0,49,490,7210,18,ok,,2026-03-11T01:33:03.665247
v010,202611_CSCE_120_515_50482_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_515_50482.pdf"", ""202611_CSCE_120_515_50482.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_515_50482_v010.md"", ""202611_CSCE_120_515_50482_v010.md"")",11.0,49,490,7210,18,ok,,2026-03-11T01:33:15.298927
v010,202611_CSCE_120_516_50484_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_516_50484.pdf"", ""202611_CSCE_120_516_50484.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_516_50484_v010.md"", ""202611_CSCE_120_516_50484_v010.md"")",11.0,49,490,7210,18,ok,,2026-03-11T01:33:22.943971
v010,202611_CSCE_120_517_50485_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_517_50485.pdf"", ""202611_CSCE_120_517_50485.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_517_50485_v010.md"", ""202611_CSCE_120_517_50485_v010.md"")",11.0,56,560,7674,19,ok,,2026-03-11T01:33:31.824273
v010,202611_CSCE_120_518_50487_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_518_50487.pdf"", ""202611_CSCE_120_518_50487.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_518_50487_v010.md"", ""202611_CSCE_120_518_50487_v010.md"")",11.0,56,560,7674,19,ok,,2026-03-11T01:33:40.045424
v010,202611_CSCE_120_519_50614_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_519_50614.pdf"", ""202611_CSCE_120_519_50614.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_519_50614_v010.md"", ""202611_CSCE_120_519_50614_v010.md"")",11.0,56,560,7674,19,ok,,2026-03-11T01:33:47.918686
