version,file,source_pdf,output_file,body_font_size_pt,annotated_lines,plain_lines,output_tokens,page_count,status,error,processed_at
v010,202541_CSCE_222_502_57920_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_222_502_57920.pdf"", ""202541_CSCE_222_502_57920.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_222_502_57920_v010.md"", ""202541_CSCE_222_502_57920_v010.md"")",11.0,33,363,5099,13,ok,,2026-03-11T01:24:17.566356
v010,202541_ISEN_620_601_52745_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_ISEN_620_601_52745.pdf"", ""202541_ISEN_620_601_52745.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_ISEN_620_601_52745_v010.md"", ""202541_ISEN_620_601_52745_v010.md"")",10.5,285,237,6238,15,ok,,2026-03-11T01:24:18.442499
v010,202541_ISEN_620_700_14035_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_ISEN_620_700_14035.pdf"", ""202541_ISEN_620_700_14035.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_ISEN_620_700_14035_v010.md"", ""202541_ISEN_620_700_14035_v010.md"")",11.0,65,427,5690,14,ok,,2026-03-11T01:24:23.832354
v010,202541_CSCE_222_503_61758_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_222_503_61758.pdf"", ""202541_CSCE_222_503_61758.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_222_503_61758_v010.md"", ""202541_CSCE_222_503_61758_v010.md"")",11.0,189,215,4913,14,ok,,2026-03-11T01:24:25.565479
v010,202541_ISEN_660_600_63233_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202541_ISEN_660_600_63233.pdf"", ""202541_ISEN_660_600_63233.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_ISEN_660_600_63233_v010.md"", ""202541_ISEN_660_600_63233_v010.md"")",11.0,29,274,3796,10,ok,,2026-03-11T01:24:29.125466
v010,202541_CSCE_222_504_61763_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_222_504_61763.pdf"", ""202541_CSCE_222_504_61763.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_222_504_61763_v010.md"", ""202541_CSCE_222_504_61763_v010.md"")",11.0,29,331,4688,14,ok,,2026-03-11T01:24:29.712644
v010,202541_ISEN_660_700_63232_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_ISEN_660_700_63232.pdf"", ""202541_ISEN_660_700_63232.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_ISEN_660_700_63232_v010.md"", ""202541_ISEN_660_700_63232_v010.md"")",11.0,30,312,4268,11,ok,,2026-03-11T01:24:36.128770
v010,202541_CSCE_313_550_53960_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_550_53960.pdf"", ""202541_CSCE_313_550_53960.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_313_550_53960_v010.md"", ""202541_CSCE_313_550_53960_v010.md"")",11.0,299,290,5905,16,ok,,2026-03-11T01:24:39.026023
v010,202541_CSCE_313_592_63929_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_592_63929.pdf"", ""202541_CSCE_313_592_63929.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_313_592_63929_v010.md"", ""202541_CSCE_313_592_63929_v010.md"")",11.0,74,356,5397,13,ok,,2026-03-11T01:24:46.457742
v010,202611_ISEN_302_500_53801_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_302_500_53801.pdf"", ""202611_ISEN_302_500_53801.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_302_500_53801_v010.md"", ""202611_ISEN_302_500_53801_v010.md"")",11.0,120,332,5860,15,ok,,2026-03-11T01:24:46.695266
v010,202611_ISEN_302_501_50294_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_302_501_50294.pdf"", ""202611_ISEN_302_501_50294.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_302_501_50294_v010.md"", ""202611_ISEN_302_501_50294_v010.md"")",11.0,63,268,5250,12,ok,,2026-03-11T01:24:50.333331
v010,202611_ISEN_302_502_11194_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_302_502_11194.pdf"", ""202611_ISEN_302_502_11194.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_302_502_11194_v010.md"", ""202611_ISEN_302_502_11194_v010.md"")",11.0,63,268,5241,12,ok,,2026-03-11T01:24:54.319880
v010,202541_CSCE_313_593_63928_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_593_63928.pdf"", ""202541_CSCE_313_593_63928.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_313_593_63928_v010.md"", ""202541_CSCE_313_593_63928_v010.md"")",11.0,74,356,5397,13,ok,,2026-03-11T01:24:54.913415
v010,202611_ISEN_302_503_11195_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_302_503_11195.pdf"", ""202611_ISEN_302_503_11195.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_302_503_11195_v010.md"", ""202611_ISEN_302_503_11195_v010.md"")",11.0,63,268,5240,12,ok,,2026-03-11T01:25:00.697102
v010,202611_ISEN_302_700_48287_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_302_700_48287.pdf"", ""202611_ISEN_302_700_48287.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_302_700_48287_v010.md"", ""202611_ISEN_302_700_48287_v010.md"")",11.0,63,268,5239,12,ok,,2026-03-11T01:25:05.511606
v010,202541_CSCE_313_594_63927_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_594_63927.pdf"", ""202541_CSCE_313_594_63927.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_313_594_63927_v010.md"", ""202541_CSCE_313_594_63927_v010.md"")",11.0,74,356,5397,13,ok,,2026-03-11T01:25:10.753738
v010,202611_ISEN_310_500_45877_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_310_500_45877.pdf"", ""202611_ISEN_310_500_45877.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_310_500_45877_v010.md"", ""202611_ISEN_310_500_45877_v010.md"")",11.0,28,324,4439,12,ok,,2026-03-11T01:25:15.904339
v010,202611_ISEN_310_501_57444_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_310_501_57444.pdf"", ""202611_ISEN_310_501_57444.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_310_501_57444_v010.md"", ""202611_ISEN_310_501_57444_v010.md"")",11.0,94,256,4595,11,ok,,2026-03-11T01:25:20.890550
v010,202541_CSCE_313_595_63925_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_595_63925.pdf"", ""202541_CSCE_313_595_63925.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_313_595_63925_v010.md"", ""202541_CSCE_313_595_63925_v010.md"")",11.0,74,356,5397,13,ok,,2026-03-11T01:25:21.330062
v010,202611_ISEN_320_503_47028_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_320_503_47028.pdf"", ""202611_ISEN_320_503_47028.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_320_503_47028_v010.md"", ""202611_ISEN_320_503_47028_v010.md"")",11.0,29,248,3787,10,ok,,2026-03-11T01:25:27.935029
v010,202541_CSCE_313_596_63141_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_596_63141.pdf"", ""202541_CSCE_313_596_63141.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_313_596_63141_v010.md"", ""202541_CSCE_313_596_63141_v010.md"")",11.0,74,355,5390,13,ok,,2026-03-11T01:25:33.826596
v010,202611_ISEN_340_501_26576_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_340_501_26576.pdf"", ""202611_ISEN_340_501_26576.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_340_501_26576_v010.md"", ""202611_ISEN_340_501_26576_v010.md"")",11.0,162,278,4866,13,ok,,2026-03-11T01:25:38.552578
v010,202541_CSCE_313_598_63139_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_598_63139.pdf"", ""202541_CSCE_313_598_63139.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_313_598_63139_v010.md"", ""202541_CSCE_313_598_63139_v010.md"")",11.0,74,356,5397,13,ok,,2026-03-11T01:25:39.864843
v010,202611_ISEN_350_901_26578_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_350_901_26578.pdf"", ""202611_ISEN_350_901_26578.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_350_901_26578_v010.md"", ""202611_ISEN_350_901_26578_v010.md"")",11.0,196,213,5002,13,ok,,2026-03-11T01:25:45.055701
v010,202541_CSCE_313_599_63138_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_313_599_63138.pdf"", ""202541_CSCE_313_599_63138.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_313_599_63138_v010.md"", ""202541_CSCE_313_599_63138_v010.md"")",11.0,74,356,5397,13,ok,,2026-03-11T01:25:45.597156
v010,202611_ISEN_350_902_26579_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_350_902_26579.pdf"", ""202611_ISEN_350_902_26579.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_350_902_26579_v010.md"", ""202611_ISEN_350_902_26579_v010.md"")",11.0,200,200,4980,13,ok,,2026-03-11T01:25:50.320773
v010,202611_ISEN_370_500_42974_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_370_500_42974.pdf"", ""202611_ISEN_370_500_42974.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_370_500_42974_v010.md"", ""202611_ISEN_370_500_42974_v010.md"")",11.0,61,211,3854,11,ok,,2026-03-11T01:25:55.444951
v010,202541_CSCE_314_200_58466_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_314_200_58466.pdf"", ""202541_CSCE_314_200_58466.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_314_200_58466_v010.md"", ""202541_CSCE_314_200_58466_v010.md"")",11.0,36,395,5541,13,ok,,2026-03-11T01:25:56.166192
v010,202541_CSCE_314_500_58233_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_314_500_58233.pdf"", ""202541_CSCE_314_500_58233.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_314_500_58233_v010.md"", ""202541_CSCE_314_500_58233_v010.md"")",11.0,45,265,4196,11,ok,,2026-03-11T01:26:01.204629
v010,202611_ISEN_370_502_45909_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_370_502_45909.pdf"", ""202611_ISEN_370_502_45909.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_370_502_45909_v010.md"", ""202611_ISEN_370_502_45909_v010.md"")",11.0,61,211,3854,11,ok,,2026-03-11T01:26:02.530576
v010,202611_ISEN_399_500_39434_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_399_500_39434.pdf"", ""202611_ISEN_399_500_39434.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_399_500_39434_v010.md"", ""202611_ISEN_399_500_39434_v010.md"")",11.0,103,196,4335,12,ok,,2026-03-11T01:26:07.472994
v010,202541_CSCE_314_501_61772_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_314_501_61772.pdf"", ""202541_CSCE_314_501_61772.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_314_501_61772_v010.md"", ""202541_CSCE_314_501_61772_v010.md"")",11.0,45,265,4195,11,ok,,2026-03-11T01:26:07.949943
v010,202611_ISEN_425_500_53795_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_425_500_53795.pdf"", ""202611_ISEN_425_500_53795.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_425_500_53795_v010.md"", ""202611_ISEN_425_500_53795_v010.md"")",11.0,75,380,6443,16,ok,,2026-03-11T01:26:14.186784
v010,202541_CSCE_314_502_61775_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_314_502_61775.pdf"", ""202541_CSCE_314_502_61775.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_314_502_61775_v010.md"", ""202541_CSCE_314_502_61775_v010.md"")",11.0,36,379,5255,14,ok,,2026-03-11T01:26:17.757816
v010,202611_ISEN_432_500_55707_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_432_500_55707.pdf"", ""202611_ISEN_432_500_55707.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_432_500_55707_v010.md"", ""202611_ISEN_432_500_55707_v010.md"")",11.0,43,634,7457,18,ok,,2026-03-11T01:26:21.398099
v010,202541_CSCE_331_912_57936_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_331_912_57936.pdf"", ""202541_CSCE_331_912_57936.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_331_912_57936_v010.md"", ""202541_CSCE_331_912_57936_v010.md"")",11.0,268,388,8732,21,ok,,2026-03-11T01:26:23.447173
v010,202611_ISEN_432_501_60006_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_432_501_60006.pdf"", ""202611_ISEN_432_501_60006.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_432_501_60006_v010.md"", ""202611_ISEN_432_501_60006_v010.md"")",11.0,43,634,7457,18,ok,,2026-03-11T01:26:27.752648
v010,202541_CSCE_331_913_57937_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_331_913_57937.pdf"", ""202541_CSCE_331_913_57937.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_331_913_57937_v010.md"", ""202541_CSCE_331_913_57937_v010.md"")",11.0,268,388,8732,21,ok,,2026-03-11T01:26:31.011763
v010,202611_ISEN_453_501_45910_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_453_501_45910.pdf"", ""202611_ISEN_453_501_45910.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_453_501_45910_v010.md"", ""202611_ISEN_453_501_45910_v010.md"")",11.0,94,223,4160,11,ok,,2026-03-11T01:26:33.649548
v010,202541_CSCE_331_914_57938_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_331_914_57938.pdf"", ""202541_CSCE_331_914_57938.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_331_914_57938_v010.md"", ""202541_CSCE_331_914_57938_v010.md"")",11.0,268,388,8732,21,ok,,2026-03-11T01:26:39.772506
v010,202611_ISEN_460_900_26589_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_460_900_26589.pdf"", ""202611_ISEN_460_900_26589.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_460_900_26589_v010.md"", ""202611_ISEN_460_900_26589_v010.md"")",11.0,136,382,6055,15,ok,,2026-03-11T01:26:39.850429
v010,202541_CSCE_331_915_57939_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_331_915_57939.pdf"", ""202541_CSCE_331_915_57939.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_331_915_57939_v010.md"", ""202541_CSCE_331_915_57939_v010.md"")",11.0,268,388,8732,21,ok,,2026-03-11T01:26:45.471965
v010,202611_ISEN_460_901_26588_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_460_901_26588.pdf"", ""202611_ISEN_460_901_26588.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_460_901_26588_v010.md"", ""202611_ISEN_460_901_26588_v010.md"")",11.0,138,394,6066,15,ok,,2026-03-11T01:26:47.869124
v010,202541_CSCE_331_916_57940_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_331_916_57940.pdf"", ""202541_CSCE_331_916_57940.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_331_916_57940_v010.md"", ""202541_CSCE_331_916_57940_v010.md"")",11.0,44,532,7490,18,ok,,2026-03-11T01:26:55.774268
v010,202611_ISEN_460_902_45918_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_460_902_45918.pdf"", ""202611_ISEN_460_902_45918.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_460_902_45918_v010.md"", ""202611_ISEN_460_902_45918_v010.md"")",11.0,138,382,6066,16,ok,,2026-03-11T01:27:02.035909
v010,202541_CSCE_331_950_53958_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_331_950_53958.pdf"", ""202541_CSCE_331_950_53958.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_331_950_53958_v010.md"", ""202541_CSCE_331_950_53958_v010.md"")",10.0,122,387,7464,15,ok,,2026-03-11T01:27:04.843437
v010,202611_ISEN_489_501_60410_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_489_501_60410.pdf"", ""202611_ISEN_489_501_60410.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_489_501_60410_v010.md"", ""202611_ISEN_489_501_60410_v010.md"")",11.0,33,238,3861,11,ok,,2026-03-11T01:27:11.852732
v010,202541_CSCE_331_970_53940_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_331_970_53940.pdf"", ""202541_CSCE_331_970_53940.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_331_970_53940_v010.md"", ""202541_CSCE_331_970_53940_v010.md"")",11.0,45,535,7556,18,ok,,2026-03-11T01:27:13.689255
v010,202611_ISEN_616_600_39775_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_ISEN_616_600_39775.pdf"", ""202611_ISEN_616_600_39775.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_616_600_39775_v010.md"", ""202611_ISEN_616_600_39775_v010.md"")",11.0,89,220,4569,12,ok,,2026-03-11T01:27:16.620901
v010,202611_ISEN_616_700_39910_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_616_700_39910.pdf"", ""202611_ISEN_616_700_39910.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_616_700_39910_v010.md"", ""202611_ISEN_616_700_39910_v010.md"")",11.0,89,219,4551,12,ok,,2026-03-11T01:27:20.184979
v010,202541_CSCE_399_500_54958_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_399_500_54958.pdf"", ""202541_CSCE_399_500_54958.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_399_500_54958_v010.md"", ""202541_CSCE_399_500_54958_v010.md"")",11.0,29,235,3953,10,ok,,2026-03-11T01:27:22.285055
v010,202611_ISEN_620_600_59274_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_ISEN_620_600_59274.pdf"", ""202611_ISEN_620_600_59274.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_620_600_59274_v010.md"", ""202611_ISEN_620_600_59274_v010.md"")",11.0,27,265,4011,10,ok,,2026-03-11T01:27:27.860066
v010,202541_CSCE_430_550_58423_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_430_550_58423.pdf"", ""202541_CSCE_430_550_58423.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_430_550_58423_v010.md"", ""202541_CSCE_430_550_58423_v010.md"")",9.5,90,317,6824,12,ok,,2026-03-11T01:27:28.165984
v010,202611_ISEN_625_600_55586_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_ISEN_625_600_55586.pdf"", ""202611_ISEN_625_600_55586.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_625_600_55586_v010.md"", ""202611_ISEN_625_600_55586_v010.md"")",10.0,322,304,5917,14,ok,,2026-03-11T01:27:32.893682
v010,202611_ISEN_632_600_59850_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_ISEN_632_600_59850.pdf"", ""202611_ISEN_632_600_59850.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_632_600_59850_v010.md"", ""202611_ISEN_632_600_59850_v010.md"")",11.0,43,638,7511,18,ok,,2026-03-11T01:27:40.310128
v010,202541_CSCE_434_500_61992_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202541_CSCE_434_500_61992.pdf"", ""202541_CSCE_434_500_61992.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_434_500_61992_v010.md"", ""202541_CSCE_434_500_61992_v010.md"")",11.0,48,598,9980,24,ok,,2026-03-11T01:27:43.174417
v010,202611_ISEN_632_700_59783_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_ISEN_632_700_59783.pdf"", ""202611_ISEN_632_700_59783.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_632_700_59783_v010.md"", ""202611_ISEN_632_700_59783_v010.md"")",11.0,44,664,7993,19,ok,,2026-03-11T01:27:45.332932
